StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Harris,48201324101,6.0,"( 5.2,  6.7)"
TX,Harris,48201324200,8.7,"( 7.7,  9.8)"
TX,Harris,48201330101,7.0,"( 6.3,  7.8)"
TX,Harris,48201330102,8.4,"( 7.5,  9.4)"
TX,Harris,48201330200,7.0,"( 6.2,  7.9)"
TX,Harris,48201330301,5.7,"( 5.0,  6.4)"
TX,Harris,48201330302,7.4,"( 6.6,  8.3)"
TX,Harris,48201330303,5.6,"( 4.9,  6.3)"
TX,Harris,48201330400,6.8,"( 6.1,  7.6)"
TX,Harris,48201330500,6.2,"( 5.5,  7.0)"
TX,Harris,48201330600,6.3,"( 5.6,  7.1)"
TX,Harris,48201330700,5.7,"( 5.1,  6.3)"
TX,Harris,48201330801,4.0,"( 3.5,  4.5)"
TX,Harris,48201330802,3.5,"( 3.1,  4.0)"
TX,Harris,48201330901,3.2,"( 2.8,  3.6)"
TX,Harris,48201330902,5.9,"( 5.2,  6.7)"
TX,Harris,48201331100,6.0,"( 5.3,  6.7)"
TX,Harris,48201331200,9.4,"( 8.3, 10.6)"
TX,Harris,48201331300,9.6,"( 8.5, 10.9)"
TX,Harris,48201331400,14.8,"(13.2, 16.5)"
TX,Harris,48201331501,7.1,"( 6.1,  8.3)"
TX,Harris,48201331502,5.3,"( 4.7,  6.0)"
TX,Harris,48201331602,3.9,"( 3.5,  4.5)"
TX,Harris,48201331603,8.7,"( 7.6,  9.8)"
TX,Harris,48201331604,8.0,"( 7.0,  9.0)"
TX,Harris,48201331700,8.6,"( 7.6,  9.7)"
TX,Harris,48201331800,8.0,"( 7.1,  9.0)"
TX,Harris,48201331900,7.6,"( 6.6,  8.7)"
TX,Harris,48201332000,9.8,"( 8.6, 11.1)"
TX,Harris,48201332100,10.1,"( 9.1, 11.2)"
TX,Harris,48201332200,9.5,"( 8.4, 10.6)"
TX,Harris,48201332300,10.2,"( 9.1, 11.5)"
TX,Harris,48201332400,9.1,"( 8.1, 10.3)"
TX,Harris,48201332500,5.7,"( 5.0,  6.5)"
TX,Harris,48201332600,7.1,"( 6.3,  7.9)"
TX,Harris,48201332700,7.3,"( 6.4,  8.3)"
TX,Harris,48201332800,8.7,"( 7.7,  9.7)"
TX,Harris,48201332900,7.4,"( 6.6,  8.3)"
TX,Harris,48201333000,6.6,"( 5.7,  7.5)"
TX,Harris,48201333100,7.6,"( 6.8,  8.5)"
TX,Harris,48201333201,5.9,"( 5.2,  6.6)"
TX,Harris,48201333203,8.5,"( 7.6,  9.4)"
TX,Harris,48201333204,5.6,"( 5.0,  6.2)"
TX,Harris,48201333205,6.2,"( 5.5,  7.1)"
TX,Harris,48201333301,5.4,"( 4.8,  6.0)"
TX,Harris,48201333302,6.0,"( 5.3,  6.8)"
TX,Harris,48201333501,6.7,"( 6.0,  7.5)"
TX,Harris,48201333502,5.9,"( 5.2,  6.8)"
TX,Harris,48201333600,6.5,"( 5.8,  7.3)"
TX,Harris,48201333700,5.7,"( 5.1,  6.4)"
TX,Harris,48201333801,6.9,"( 6.2,  7.7)"
TX,Harris,48201333802,5.1,"( 4.5,  5.8)"
TX,Harris,48201333903,4.7,"( 4.1,  5.3)"
